Term Locale,Term Category,Court ID,Level,Jurisdiction,Court Type,Court Name,Alias
,,,Court of first instance,Texas,District Court,31st District Court,
,,,Court of first instance,Texas,District Court,32nd District Court,
,,,Court of first instance,Texas,District Court,33rd District Court,
,,,Court of first instance,Texas,District Court,34th District Court,
,,,Court of first instance,Texas,District Court,35th District Court,
,,,Court of first instance,Texas,District Court,36th District Court,
,,,Court of first instance,Texas,District Court,37th District Court,
,,,Court of first instance,Texas,District Court,38th District Court,
,,,Court of first instance,Texas,District Court,39th District Court,
,,,Court of first instance,Texas,District Court,40th District Court,
,,,Court of first instance,Texas,District Court,41st District Court,
,,,Court of first instance,Texas,District Court,42nd District Court,
,,,Court of first instance,Texas,District Court,43rd District Court,
,,,Court of first instance,Texas,District Court,44th District Court,
,,,Court of first instance,Texas,District Court,45th District Court,
,,,Court of first instance,Texas,District Court,46th District Court,
,,,Court of first instance,Texas,District Court,47th District Court,
,,,Court of first instance,Texas,District Court,48th District Court,
,,,Court of first instance,Texas,District Court,49th District Court,
,,,Court of first instance,Texas,District Court,50th District Court,
,,,Court of first instance,Texas,District Court,51st District Court,
,,,Court of first instance,Texas,District Court,52nd District Court,
,,,Court of first instance,Texas,District Court,53rd District Court,
,,,Court of first instance,Texas,District Court,54th District Court,
,,,Court of first instance,Texas,District Court,55th District Court,
,,,Court of first instance,Texas,District Court,56th District Court,
,,,Court of first instance,Texas,District Court,57th District Court,
,,,Court of first instance,Texas,District Court,58th District Court,
,,,Court of first instance,Texas,District Court,59th District Court,
,,,Court of first instance,Texas,District Court,60th District Court,
,,,Court of first instance,Texas,District Court,61st District Court,
,,,Court of first instance,Texas,District Court,62nd District Court,
,,,Court of first instance,Texas,District Court,63rd District Court,
,,,Court of first instance,Texas,District Court,64th District Court,
,,,Court of first instance,Texas,District Court,65th District Court,
,,,Court of first instance,Texas,District Court,66th District Court,
,,,Court of first instance,Texas,District Court,67th District Court,
,,,Court of first instance,Texas,District Court,68th District Court,
,,,Court of first instance,Texas,District Court,69th District Court,
,,,Court of first instance,Texas,District Court,70th District Court,
,,,Court of first instance,Texas,District Court,71st District Court,
,,,Court of first instance,Texas,District Court,72nd District Court,
,,,Court of first instance,Texas,District Court,73rd District Court,
,,,Court of first instance,Texas,District Court,74th District Court,
,,,Court of first instance,Texas,District Court,75rd District Court,
,,,Court of first instance,Texas,District Court,76th District Court,
,,,Court of first instance,Texas,District Court,77th District Court,
,,,Court of first instance,Texas,District Court,78th District Court,
,,,Court of first instance,Texas,District Court,79th District Court,
,,,Court of first instance,Texas,District Court,80th District Court,
,,,Court of first instance,Texas,District Court,81st District Court,
,,,Court of first instance,Texas,District Court,82nd District Court,
,,,Court of first instance,Texas,District Court,83rd District Court,
,,,Court of first instance,Texas,District Court,84th District Court,
,,,Court of first instance,Texas,District Court,85th District Court,
,,,Court of first instance,Texas,District Court,86th District Court,
,,,Court of first instance,Texas,District Court,87th District Court,
,,,Court of first instance,Texas,District Court,88th District Court,
,,,Court of first instance,Texas,District Court,89th District Court,
,,,Court of first instance,Texas,District Court,90th District Court,
,,,Court of first instance,Texas,District Court,91st District Court,
,,,Court of first instance,Texas,District Court,92nd District Court,
,,,Court of first instance,Texas,District Court,93rd District Court,
,,,Court of first instance,Texas,District Court,94th District Court,
,,,Court of first instance,Texas,District Court,95th District Court,
,,,Court of first instance,Texas,District Court,96th District Court,
,,,Court of first instance,Texas,District Court,97th District Court,
,,,Court of first instance,Texas,District Court,98th District Court,
,,,Court of first instance,Texas,District Court,99th District Court,
,,,Court of first instance,Texas,District Court,100th District Court,
,,,Court of first instance,Texas,District Court,101st District Court,
,,,Court of first instance,Texas,District Court,102nd District Court,
,,,Court of first instance,Texas,District Court,103rd District Court,
,,,Court of first instance,Texas,District Court,104th District Court,
,,,Court of first instance,Texas,District Court,105th District Court,
,,,Court of first instance,Texas,District Court,106th District Court,
,,,Court of first instance,Texas,District Court,107th District Court,
,,,Court of first instance,Texas,District Court,108th District Court,
,,,Court of first instance,Texas,District Court,109th District Court,
,,,Court of first instance,Texas,District Court,110th District Court,
,,,Court of first instance,Texas,District Court,111th District Court,
,,,Court of first instance,Texas,District Court,112th District Court,
,,,Court of first instance,Texas,District Court,113th District Court,
,,,Court of first instance,Texas,District Court,114th District Court,
,,,Court of first instance,Texas,District Court,115th District Court,
,,,Court of first instance,Texas,District Court,116th District Court,
,,,Court of first instance,Texas,District Court,117th District Court,
,,,Court of first instance,Texas,District Court,118th District Court,
,,,Court of first instance,Texas,District Court,119th District Court,
,,,Court of first instance,Texas,District Court,120th District Court,
,,,Court of first instance,Texas,District Court,121st District Court,
,,,Court of first instance,Texas,District Court,122nd District Court,
,,,Court of first instance,Texas,District Court,123rd District Court,
,,,Court of first instance,Texas,District Court,124th District Court,
,,,Court of first instance,Texas,District Court,125th District Court,
,,,Court of first instance,Texas,District Court,126th District Court,
,,,Court of first instance,Texas,District Court,127th District Court,
,,,Court of first instance,Texas,District Court,128th District Court,
,,,Court of first instance,Texas,District Court,129th District Court,
,,,Court of first instance,Texas,District Court,130th District Court,
,,,Court of first instance,Texas,District Court,131st District Court,
,,,Court of first instance,Texas,District Court,132nd District Court,
,,,Court of first instance,Texas,District Court,133rd District Court,
,,,Court of first instance,Texas,District Court,134th District Court,
,,,Court of first instance,Texas,District Court,135th District Court,
,,,Court of first instance,Texas,District Court,136th District Court,
,,,Court of first instance,Texas,District Court,137th District Court,
,,,Court of first instance,Texas,District Court,138th District Court,
,,,Court of first instance,Texas,District Court,139th District Court,
,,,Court of first instance,Texas,District Court,140th District Court,
,,,Court of first instance,Texas,District Court,141st District Court,
,,,Court of first instance,Texas,District Court,142nd District Court,
,,,Court of first instance,Texas,District Court,143rd District Court,
,,,Court of first instance,Texas,District Court,144th District Court,
,,,Court of first instance,Texas,District Court,145th District Court,
,,,Court of first instance,Texas,District Court,146th District Court,
,,,Court of first instance,Texas,District Court,147th District Court,
,,,Court of first instance,Texas,District Court,148th District Court,
,,,Court of first instance,Texas,District Court,149th District Court,
,,,Court of first instance,Texas,District Court,150th District Court,
,,,Court of first instance,Texas,District Court,151st District Court,
,,,Court of first instance,Texas,District Court,152nd District Court,
,,,Court of first instance,Texas,District Court,153rd District Court,
,,,Court of first instance,Texas,District Court,154th District Court,
,,,Court of first instance,Texas,District Court,155th District Court,
,,,Court of first instance,Texas,District Court,156th District Court,
,,,Court of first instance,Texas,District Court,157th District Court,
,,,Court of first instance,Texas,District Court,158th District Court,
,,,Court of first instance,Texas,District Court,159th District Court,
,,,Court of first instance,Texas,District Court,160th District Court,
,,,Court of first instance,Texas,District Court,161st District Court,
,,,Court of first instance,Texas,District Court,162nd District Court,
,,,Court of first instance,Texas,District Court,163rd District Court,
,,,Court of first instance,Texas,District Court,164th District Court,
,,,Court of first instance,Texas,District Court,165th District Court,
,,,Court of first instance,Texas,District Court,166th District Court,
,,,Court of first instance,Texas,District Court,167th District Court,
,,,Court of first instance,Texas,District Court,168th District Court,
,,,Court of first instance,Texas,District Court,169th District Court,
,,,Court of first instance,Texas,District Court,170th District Court,
,,,Court of first instance,Texas,District Court,171st District Court,
,,,Court of first instance,Texas,District Court,172nd District Court,
,,,Court of first instance,Texas,District Court,173rd District Court,
,,,Court of first instance,Texas,District Court,174th District Court,
,,,Court of first instance,Texas,District Court,175th District Court,
,,,Court of first instance,Texas,District Court,176th District Court,
,,,Court of first instance,Texas,District Court,177th District Court,
,,,Court of first instance,Texas,District Court,178th District Court,
,,,Court of first instance,Texas,District Court,179th District Court,
,,,Court of first instance,Texas,District Court,180th District Court,
,,,Court of first instance,Texas,District Court,181st District Court,
,,,Court of first instance,Texas,District Court,182nd District Court,
,,,Court of first instance,Texas,District Court,183rd District Court,
,,,Court of first instance,Texas,District Court,184th District Court,
,,,Court of first instance,Texas,District Court,185th District Court,
,,,Court of first instance,Texas,District Court,186th District Court,
,,,Court of first instance,Texas,District Court,187th District Court,
,,,Court of first instance,Texas,District Court,188th District Court,
,,,Court of first instance,Texas,District Court,189th District Court,
,,,Court of first instance,Texas,District Court,190th District Court,
,,,Court of first instance,Texas,District Court,191st District Court,
,,,Court of first instance,Texas,District Court,192nd District Court,
,,,Court of first instance,Texas,District Court,193rd District Court,
,,,Court of first instance,Texas,District Court,194th District Court,
,,,Court of first instance,Texas,District Court,195th District Court,
,,,Court of first instance,Texas,District Court,196th District Court,
,,,Court of first instance,Texas,District Court,197th District Court,
,,,Court of first instance,Texas,District Court,198th District Court,
,,,Court of first instance,Texas,District Court,200th District Court,
,,,Court of first instance,Texas,District Court,201st District Court,
,,,Court of first instance,Texas,District Court,202nd District Court,
,,,Court of first instance,Texas,District Court,203rd District Court,
,,,Court of first instance,Texas,District Court,204th District Court,
,,,Court of first instance,Texas,District Court,205th District Court,
,,,Court of first instance,Texas,District Court,206th District Court,
,,,Court of first instance,Texas,District Court,207th District Court,
,,,Court of first instance,Texas,District Court,208th District Court,
,,,Court of first instance,Texas,District Court,209th District Court,
,,,Court of first instance,Texas,District Court,210th District Court,
,,,Court of first instance,Texas,District Court,211th District Court,
,,,Court of first instance,Texas,District Court,212th District Court,
,,,Court of first instance,Texas,District Court,213th District Court,
,,,Court of first instance,Texas,District Court,214th District Court,
,,,Court of first instance,Texas,District Court,215th District Court,
,,,Court of first instance,Texas,District Court,216th District Court,
,,,Court of first instance,Texas,District Court,217th District Court,
,,,Court of first instance,Texas,District Court,218th District Court,
,,,Court of first instance,Texas,District Court,219th District Court,
,,,Court of first instance,Texas,District Court,220th District Court,
,,,Court of first instance,Texas,District Court,221st District Court,
,,,Court of first instance,Texas,District Court,222st District Court,
,,,Court of first instance,Texas,District Court,223rd District Court,
,,,Court of first instance,Texas,District Court,224th District Court,
,,,Court of first instance,Texas,District Court,225th District Court,
,,,Court of first instance,Texas,District Court,226th District Court,
,,,Court of first instance,Texas,District Court,227th District Court,
,,,Court of first instance,Texas,District Court,228th District Court,
,,,Court of first instance,Texas,District Court,229th District Court,
,,,Court of first instance,Texas,District Court,230th District Court,
,,,Court of first instance,Texas,District Court,231st District Court,
,,,Court of first instance,Texas,District Court,232nd District Court,
,,,Court of first instance,Texas,District Court,233rd District Court,
,,,Court of first instance,Texas,District Court,234th District Court,
,,,Court of first instance,Texas,District Court,235th District Court,
,,,Court of first instance,Texas,District Court,236th District Court,
,,,Court of first instance,Texas,District Court,237th District Court,
,,,Court of first instance,Texas,District Court,238th District Court,
,,,Court of first instance,Texas,District Court,239th District Court,
,,,Court of first instance,Texas,District Court,240th District Court,
,,,Court of first instance,Texas,District Court,241st District Court,
,,,Court of first instance,Texas,District Court,242nd District Court,
,,,Court of first instance,Texas,District Court,243rd District Court,
,,,Court of first instance,Texas,District Court,244th District Court,
,,,Court of first instance,Texas,District Court,245th District Court,
,,,Court of first instance,Texas,District Court,246th District Court,
,,,Court of first instance,Texas,District Court,247th District Court,
,,,Court of first instance,Texas,District Court,248th District Court,
,,,Court of first instance,Texas,District Court,249th District Court,
,,,Court of first instance,Texas,District Court,250th District Court,
,,,Court of first instance,Texas,District Court,251st District Court,
,,,Court of first instance,Texas,District Court,252nd District Court,
,,,Court of first instance,Texas,District Court,253rd District Court,
,,,Court of first instance,Texas,District Court,254th District Court,
,,,Court of first instance,Texas,District Court,255th District Court,
,,,Court of first instance,Texas,District Court,256th District Court,
,,,Court of first instance,Texas,District Court,257th District Court,
,,,Court of first instance,Texas,District Court,258th District Court,
,,,Court of first instance,Texas,District Court,259th District Court,
,,,Court of first instance,Texas,District Court,260th District Court,
,,,Court of first instance,Texas,District Court,261st District Court,
,,,Court of first instance,Texas,District Court,262nd District Court,
,,,Court of first instance,Texas,District Court,263rd District Court,
,,,Court of first instance,Texas,District Court,264th District Court,
,,,Court of first instance,Texas,District Court,265th District Court,
,,,Court of first instance,Texas,District Court,266th District Court,
,,,Court of first instance,Texas,District Court,267th District Court,
,,,Court of first instance,Texas,District Court,268th District Court,
,,,Court of first instance,Texas,District Court,269th District Court,
,,,Court of first instance,Texas,District Court,270th District Court,
,,,Court of first instance,Texas,District Court,271st District Court,
,,,Court of first instance,Texas,District Court,272nd District Court,
,,,Court of first instance,Texas,District Court,273rd District Court,
,,,Court of first instance,Texas,District Court,274th District Court,
,,,Court of first instance,Texas,District Court,275th District Court,
,,,Court of first instance,Texas,District Court,276th District Court,
,,,Court of first instance,Texas,District Court,277th District Court,
,,,Court of first instance,Texas,District Court,278th District Court,
,,,Court of first instance,Texas,District Court,279th District Court,
,,,Court of first instance,Texas,District Court,280th District Court,
,,,Court of first instance,Texas,District Court,281st District Court,
,,,Court of first instance,Texas,District Court,282nd District Court,
,,,Court of first instance,Texas,District Court,283rd District Court,
,,,Court of first instance,Texas,District Court,284th District Court,
,,,Court of first instance,Texas,District Court,285th District Court,
,,,Court of first instance,Texas,District Court,286th District Court,
,,,Court of first instance,Texas,District Court,287th District Court,
,,,Court of first instance,Texas,District Court,288th District Court,
,,,Court of first instance,Texas,District Court,289th District Court,
,,,Court of first instance,Texas,District Court,290th District Court,
,,,Court of first instance,Texas,District Court,291st District Court,
,,,Court of first instance,Texas,District Court,292nd District Court,
,,,Court of first instance,Texas,District Court,293rd District Court,
,,,Court of first instance,Texas,District Court,294th District Court,
,,,Court of first instance,Texas,District Court,295th District Court,
,,,Court of first instance,Texas,District Court,296th District Court,
,,,Court of first instance,Texas,District Court,297th District Court,
,,,Court of first instance,Texas,District Court,298th District Court,
,,,Court of first instance,Texas,District Court,299th District Court,
,,,Court of first instance,Texas,District Court,300th District Court,
,,,Court of first instance,Texas,District Court,301st District Court,
,,,Court of first instance,Texas,District Court,302nd District Court,
,,,Court of first instance,Texas,District Court,303rd District Court,
,,,Court of first instance,Texas,District Court,304th District Court,
,,,Court of first instance,Texas,District Court,305th District Court,
,,,Court of first instance,Texas,District Court,306th District Court,
,,,Court of first instance,Texas,District Court,307th District Court,
,,,Court of first instance,Texas,District Court,308th District Court,
,,,Court of first instance,Texas,District Court,309th District Court,
,,,Court of first instance,Texas,District Court,310th District Court,
,,,Court of first instance,Texas,District Court,311th District Court,
,,,Court of first instance,Texas,District Court,312th District Court,
,,,Court of first instance,Texas,District Court,313th District Court,
,,,Court of first instance,Texas,District Court,314th District Court,
,,,Court of first instance,Texas,District Court,315th District Court,
,,,Court of first instance,Texas,District Court,316th District Court,
,,,Court of first instance,Texas,District Court,317th District Court,
,,,Court of first instance,Texas,District Court,318th District Court,
,,,Court of first instance,Texas,District Court,319th District Court,
,,,Court of first instance,Texas,District Court,320th District Court,
,,,Court of first instance,Texas,District Court,321st District Court,
,,,Court of first instance,Texas,District Court,322nd District Court,
,,,Court of first instance,Texas,District Court,323rd District Court,
,,,Court of first instance,Texas,District Court,324th District Court,
,,,Court of first instance,Texas,District Court,325th District Court,
,,,Court of first instance,Texas,District Court,326th District Court,
,,,Court of first instance,Texas,District Court,327th District Court,
,,,Court of first instance,Texas,District Court,328th District Court,
,,,Court of first instance,Texas,District Court,329th District Court,
,,,Court of first instance,Texas,District Court,330th District Court,
,,,Court of first instance,Texas,District Court,331st District Court,
,,,Court of first instance,Texas,District Court,332nd District Court,
,,,Court of first instance,Texas,District Court,333rd District Court,
,,,Court of first instance,Texas,District Court,334th District Court,
,,,Court of first instance,Texas,District Court,335th District Court,
,,,Court of first instance,Texas,District Court,336th District Court,
,,,Court of first instance,Texas,District Court,337th District Court,
,,,Court of first instance,Texas,District Court,338th District Court,
,,,Court of first instance,Texas,District Court,339th District Court,
,,,Court of first instance,Texas,District Court,340th District Court,
,,,Court of first instance,Texas,District Court,341st District Court,
,,,Court of first instance,Texas,District Court,342nd District Court,
,,,Court of first instance,Texas,District Court,343rd District Court,
,,,Court of first instance,Texas,District Court,344th District Court,
,,,Court of first instance,Texas,District Court,345th District Court,
,,,Court of first instance,Texas,District Court,346th District Court,
,,,Court of first instance,Texas,District Court,347th District Court,
,,,Court of first instance,Texas,District Court,348th District Court,
,,,Court of first instance,Texas,District Court,349th District Court,
,,,Court of first instance,Texas,District Court,350th District Court,
,,,Court of first instance,Texas,District Court,351st District Court,
,,,Court of first instance,Texas,District Court,352nd District Court,
,,,Court of first instance,Texas,District Court,353rd District Court,
,,,Court of first instance,Texas,District Court,354th District Court,
,,,Court of first instance,Texas,District Court,355th District Court,
,,,Court of first instance,Texas,District Court,356th District Court,
,,,Court of first instance,Texas,District Court,357th District Court,
,,,Court of first instance,Texas,District Court,358th District Court,
,,,Court of first instance,Texas,District Court,359th District Court,
,,,Court of first instance,Texas,District Court,360th District Court,
,,,Court of first instance,Texas,District Court,361st District Court,
,,,Court of first instance,Texas,District Court,362nd District Court,
,,,Court of first instance,Texas,District Court,363rd District Court,
,,,Court of first instance,Texas,District Court,364th District Court,
,,,Court of first instance,Texas,District Court,365th District Court,
,,,Court of first instance,Texas,District Court,366th District Court,
,,,Court of first instance,Texas,District Court,367th District Court,
,,,Court of first instance,Texas,District Court,368th District Court,
,,,Court of first instance,Texas,District Court,369th District Court,
,,,Court of first instance,Texas,District Court,370th District Court,
,,,Court of first instance,Texas,District Court,371st District Court,
,,,Court of first instance,Texas,District Court,372nd District Court,
,,,Court of first instance,Texas,District Court,377th District Court,
,,,Court of first instance,Texas,District Court,378th District Court,
,,,Court of first instance,Texas,District Court,379th District Court,
,,,Court of first instance,Texas,District Court,380th District Court,
,,,Court of first instance,Texas,District Court,381st District Court,
,,,Court of first instance,Texas,District Court,382nd District Court,
,,,Court of first instance,Texas,District Court,383rd District Court,
,,,Court of first instance,Texas,District Court,384th District Court,
,,,Court of first instance,Texas,District Court,385th District Court,
,,,Court of first instance,Texas,District Court,386th District Court,
,,,Court of first instance,Texas,District Court,387th District Court,
,,,Court of first instance,Texas,District Court,388th District Court,
,,,Court of first instance,Texas,District Court,389th District Court,
,,,Court of first instance,Texas,District Court,390th District Court,
,,,Court of first instance,Texas,District Court,391st District Court,
,,,Court of first instance,Texas,District Court,392nd District Court,
,,,Court of first instance,Texas,District Court,393rd District Court,
,,,Court of first instance,Texas,District Court,394th District Court,
,,,Court of first instance,Texas,District Court,395th District Court,
,,,Court of first instance,Texas,District Court,396th District Court,
,,,Court of first instance,Texas,District Court,397th District Court,
,,,Court of first instance,Texas,District Court,398th District Court,
,,,Court of first instance,Texas,District Court,399th District Court,
,,,Court of first instance,Texas,District Court,400th District Court,
,,,Court of first instance,Texas,District Court,401st District Court,
,,,Court of first instance,Texas,District Court,402nd District Court,
,,,Court of first instance,Texas,District Court,403rd District Court,
,,,Court of first instance,Texas,District Court,404th District Court,
,,,Court of first instance,Texas,District Court,405th District Court,
,,,Court of first instance,Texas,District Court,406th District Court,
,,,Court of first instance,Texas,District Court,407th District Court,
,,,Court of first instance,Texas,District Court,408th District Court,
,,,Court of first instance,Texas,District Court,409th District Court,
,,,Court of first instance,Texas,District Court,410th District Court,
,,,Court of first instance,Texas,District Court,411th District Court,
,,,Court of first instance,Texas,District Court,412th District Court,
,,,Court of first instance,Texas,District Court,413th District Court,
,,,Court of first instance,Texas,District Court,414th District Court,
,,,Court of first instance,Texas,District Court,415th District Court,
,,,Court of first instance,Texas,District Court,416th District Court,
,,,Court of first instance,Texas,District Court,417th District Court,
,,,Court of first instance,Texas,District Court,418th District Court,
,,,Court of first instance,Texas,District Court,419th District Court,
,,,Court of first instance,Texas,District Court,420th District Court,
,,,Court of first instance,Texas,District Court,421st District Court,
,,,Court of first instance,Texas,District Court,422nd District Court,
,,,Court of first instance,Texas,District Court,423rd District Court,
,,,Court of first instance,Texas,District Court,424th District Court,
,,,Court of first instance,Texas,District Court,425th District Court,
,,,Court of first instance,Texas,District Court,426th District Court,
,,,Court of first instance,Texas,District Court,427th District Court,
,,,Court of first instance,Texas,District Court,428th District Court,
,,,Court of first instance,Texas,District Court,429th District Court,
,,,Court of first instance,Texas,District Court,430th District Court,
,,,Court of first instance,Texas,District Court,431st District Court,
,,,Court of first instance,Texas,District Court,432nd District Court,
,,,Court of first instance,Texas,District Court,433rd District Court,
,,,Court of first instance,Texas,District Court,434th District Court,
,,,Court of first instance,Texas,District Court,435th District Court,
,,,Court of first instance,Texas,District Court,436th District Court,
,,,Court of first instance,Texas,District Court,437th District Court,
,,,Court of first instance,Texas,District Court,438th District Court,
,,,Court of first instance,Texas,District Court,439th District Court,
,,,Court of first instance,Texas,District Court,441st District Court,
,,,Court of first instance,Texas,District Court,444th District Court,
,,,Court of first instance,Texas,District Court,445th District Court,
,,,Court of first instance,Texas,District Court,448th District Court,
,,,Court of first instance,Texas,District Court,449th District Court,
,,,Court of first instance,Texas,District Court,452nd District Court,
,,,Court of first instance,Texas,District Court,506th District Court,
,,,Court of first instance,Texas,District Court,1A District Court,
,,,Court of first instance,Texas,District Court,2nd 25th District Court,
,,,Court of first instance,Texas,District Court,Dallas Criminal District Court,
,,,Court of first instance,Texas,District Court,Dallas Criminal District Court No. 2,
,,,Court of first instance,Texas,District Court,Dallas Criminal District Court No. 3,
,,,Court of first instance,Texas,District Court,Dallas Criminal District Court No. 4,
,,,Court of first instance,Texas,District Court,Dallas Criminal District Court No. 5,
,,,Court of first instance,Texas,District Court,Dallas Criminal District Court No. 6,
,,,Court of first instance,Texas,District Court,Dallas Criminal District Court No. 7,
,,,Court of first instance,Texas,District Court,El Paso Criminal District Court No. 1,
,,,Court of first instance,Texas,District Court,Jefferson Criminal District Court,
,,,Court of first instance,Texas,District Court,Tarrant Criminal District Court No. 1,
,,,Court of first instance,Texas,District Court,Tarrant Criminal District Court No. 2,
,,,Court of first instance,Texas,District Court,Tarrant Criminal District Court No. 3,
,,,Court of first instance,Texas,District Court,Tarrant Criminal District Court No. 4,
en-US,US State Courts,#REF!,Court of last resort,Texas,Supreme Court,Supreme Court of Texas,
en-US,US State Courts,#REF!,Court of first instance,U.S. Virgin Islands,Superior Court,Virgin Islands Superior Court,
en-US,US State Courts,#REF!,Court of last resort,U.S. Virgin Islands,Supreme Court,Supreme Court of the Virgin Islands,
en-US,US State Courts,#REF!,Intermediate appellate court,Utah,Appellate Court,Utah Court of Appeals,
en-US,US State Courts,#REF!,Court of first instance,Utah,District Court,1st Judicial District,
,,,Court of first instance,Utah,District Court,2nd Judicial District,
,,,Court of first instance,Utah,District Court,3rd Judicial District,
,,,Court of first instance,Utah,District Court,4th Judicial District,
,,,Court of first instance,Utah,District Court,5th Judicial District,
,,,Court of first instance,Utah,District Court,6th Judicial District,
,,,Court of first instance,Utah,District Court,7th Judicial District,
,,,Court of first instance,Utah,District Court,8th Judicial District,
en-US,US State Courts,#REF!,Court of last resort,Utah,Supreme Court,Utah Supreme Court,
,,,Court of first instance,Vermont,Superior Court,Addison County Superior Court,
,,,Court of first instance,Vermont,Superior Court,Bennington County Superior Court,
,,,Court of first instance,Vermont,Superior Court,Caledonia County Superior Court,
,,,Court of first instance,Vermont,Superior Court,Chittenden County Superior Court,
,,,Court of first instance,Vermont,Superior Court,Essex County Superior Court,
,,,Court of first instance,Vermont,Superior Court,Franklin County Superior Court,
,,,Court of first instance,Vermont,Superior Court,Grand Isle County Superior Court,
,,,Court of first instance,Vermont,Superior Court,Lamoille County Superior Court,
,,,Court of first instance,Vermont,Superior Court,Orange County Superior Court,
,,,Court of first instance,Vermont,Superior Court,Orleans County Superior Court,
,,,Court of first instance,Vermont,Superior Court,Rutland County Superior Court,
,,,Court of first instance,Vermont,Superior Court,Washington County Superior Court,
,,,Court of first instance,Vermont,Superior Court,Windham County Superior Court,
,,,Court of first instance,Vermont,Superior Court,Windsor County Superior Court,
en-US,US State Courts,#REF!,Court of last resort,Vermont,Supreme Court,Vermont Supreme Court,
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,1st Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,2nd Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,3rd Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,4th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,5th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,6th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,7th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,8th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,9th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,10th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,11th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,12th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,13th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,14th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,15th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,16th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,17th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,18th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,19th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,20th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,21st Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,22nd Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,23rd Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,24th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,25th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,26th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,27th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,28th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,29th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,30th Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Court of first instance,Virginia,Circuit Court,31st Judicial Circuit,Virginia Circuit Court
en-US,US State Courts,#REF!,Intermediate appellate court,Virginia,Appellate Court,Court of Appeals of Virginia,
en-US,US State Courts,#REF!,Court of last resort,Virginia,Supreme Court,Supreme Court of Virginia,
en-US,US State Courts,#REF!,Intermediate appellate court,Washington,Appellate Court,Washington Court of Appeals Division I,Washington Court of Appeals Division One; Washington Court of Appeals Division 1
en-US,US State Courts,#REF!,Intermediate appellate court,Washington,Appellate Court,Washington Court of Appeals Division I,Washington Court of Appeals Division Two; Washington Court of Appeals Division 2
en-US,US State Courts,#REF!,Intermediate appellate court,Washington,Appellate Court,Washington Court of Appeals Division I,Washington Court of Appeals Division Three; Washington Court of Appeals Division 3
